iin_isam_id,logical_group,post_identifier,process_id,ticket_id,pending,naked,acked_with_failures
63359709900083,Northern - Fujitsu STAR Mobile - Staging - Group 1,eceliveisas1,1212,79,4,0,0
63359709900084,Northern - Fujitsu STAR Mobile - Staging - Group 1,eceliveisas1,1212,79,4,0,0
63359709900089,Northern - Fujitsu STAR Mobile - Staging - Group 1,000142-948306,1212,79,4,0,0
633597099000DA,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945348,1213,80,4,0,0
633597099000DB,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945340,1213,80,4,0,0
633597099000DC,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945345,1213,80,4,0,0
633597099000DF,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945333,1213,80,4,0,0
633597099000E0,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945346,1213,80,4,0,0
633597099000E1,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945339,1213,80,4,0,0
633597099000E5,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-946753,1213,80,4,0,0
633597099000E6,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-948429,1213,80,4,0,0
633597099000E7,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945347,1213,80,4,0,0
633597099000E8,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945341,1213,80,4,0,0
633597099000E9,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-948430,1213,80,4,0,0
633597099000EA,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945343,1213,80,4,0,0
633597099000EB,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-942534,1213,80,4,0,0
633597099000EC,Northern - Fujitsu STAR Mobile - Staging - Group 2,eceliveisas1,1213,80,4,0,0
633597099000ED,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-946754,1213,80,4,0,0
633597099000EE,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945337,1213,80,4,0,0
633597099000EF,Northern - Fujitsu STAR Mobile - Staging - Group 2,eceliveisas1,1213,80,4,0,0
633597099000F1,Northern - Fujitsu STAR Mobile - Staging - Group 2,eceliveisas1,1213,80,4,0,0
633597099000F2,Northern - Fujitsu STAR Mobile - Staging - Group 2,eceliveisas1,1213,80,4,0,0
633597099000F3,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945334,1213,80,4,0,0
633597099000F4,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945335,1213,80,4,0,0
633597099000F5,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945336,1213,80,4,0,0
633597099000F6,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945338,1213,80,4,0,0
633597099000F7,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945331,1213,80,4,0,0
633597099000F8,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945328,1213,80,4,0,0
633597099000FA,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945330,1213,80,4,0,0
633597099000FC,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945329,1213,80,4,0,0
6335970990005A,Northern - S&B Gate - Group 1,eceliveisas1,1214,81,4,0,0
633597099000D2,Northern - S&B Gate - Group 2,eceliveisas1,1215,82,4,0,0
633597099000D3,Northern - S&B Gate - Group 2,eceliveisas1,1215,82,4,0,0
633597099000CA,Northern - S&B TVM - Group 1,eceliveisas1,1216,83,4,0,0
633597099000AF,Northern - VIX PVAL - Group 1,eceliveisas1,1217,84,4,0,0
633597099000B0,Northern - VIX PVAL - Group 1,eceliveisas1,1217,84,4,0,0
633597099000B1,Northern - VIX PVAL - Group 1,eceliveisas1,1217,84,4,0,0
633597099000B2,Northern - VIX PVAL - Group 1,eceliveisas1,1217,84,4,0,0
633597099000B3,Northern - VIX PVAL - Group 1,eceliveisas1,1217,84,4,0,0
633597099000B4,Northern - VIX PVAL - Group 1,eceliveisas1,1217,84,4,0,0
633597099000B5,Northern - VIX PVAL - Group 1,eceliveisas1,1217,84,4,0,0
63359709900003,Northern - Cubic ATG - Staging - Group 1,eceliveisas1,1218,85,4,0,0
63359709900004,Northern - Cubic ATG - Staging - Group 1,eceliveisas1,1218,85,4,0,0
63359709900005,Northern - Cubic ATG - Staging - Group 1,eceliveisas1,1218,85,4,0,0
63359709900040,Northern - Cubic ATG - Group 2,000142-944061,1219,86,4,0,0
63359709900041,Northern - Cubic ATG - Group 2,eceliveisas1,1219,86,4,0,0
63359709900083,Northern - Fujitsu STAR Mobile - Staging - Group 1,eceliveisas1,1221,88,4,0,0
63359709900084,Northern - Fujitsu STAR Mobile - Staging - Group 1,eceliveisas1,1221,88,4,0,0
63359709900089,Northern - Fujitsu STAR Mobile - Staging - Group 1,000142-948306,1221,88,4,0,0
633597099000DA,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945348,1222,89,4,0,0
633597099000DB,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945340,1222,89,4,0,0
633597099000DC,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945345,1222,89,4,0,0
633597099000DF,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945333,1222,89,4,0,0
633597099000E0,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945346,1222,89,4,0,0
633597099000E1,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945339,1222,89,4,0,0
633597099000E5,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-946753,1222,89,4,0,0
633597099000E6,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-948429,1222,89,4,0,0
633597099000E7,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945347,1222,89,4,0,0
633597099000E8,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945341,1222,89,4,0,0
633597099000E9,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-948430,1222,89,4,0,0
633597099000EA,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945343,1222,89,4,0,0
633597099000EB,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-942534,1222,89,4,0,0
633597099000EC,Northern - Fujitsu STAR Mobile - Staging - Group 2,eceliveisas1,1222,89,4,0,0
633597099000ED,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-946754,1222,89,4,0,0
633597099000EE,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945337,1222,89,4,0,0
633597099000EF,Northern - Fujitsu STAR Mobile - Staging - Group 2,eceliveisas1,1222,89,4,0,0
633597099000F1,Northern - Fujitsu STAR Mobile - Staging - Group 2,eceliveisas1,1222,89,4,0,0
633597099000F2,Northern - Fujitsu STAR Mobile - Staging - Group 2,eceliveisas1,1222,89,4,0,0
633597099000F3,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945334,1222,89,4,0,0
633597099000F4,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945335,1222,89,4,0,0
633597099000F5,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945336,1222,89,4,0,0
633597099000F6,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945338,1222,89,4,0,0
633597099000F7,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945331,1222,89,4,0,0
633597099000F8,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945328,1222,89,4,0,0
633597099000FA,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945330,1222,89,4,0,0
633597099000FC,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945329,1222,89,4,0,0
6335970990005A,Northern - S&B Gate - Group 1,eceliveisas1,1223,90,4,0,0
633597099000D2,Northern - S&B Gate - Group 2,eceliveisas1,1224,91,4,0,0
633597099000D3,Northern - S&B Gate - Group 2,eceliveisas1,1224,91,4,0,0
633597099000CA,Northern - S&B TVM - Group 1,eceliveisas1,1225,92,4,0,0
633597099000AF,Northern - VIX PVAL - Group 1,eceliveisas1,1226,93,4,0,0
633597099000B0,Northern - VIX PVAL - Group 1,eceliveisas1,1226,93,4,0,0
633597099000B1,Northern - VIX PVAL - Group 1,eceliveisas1,1226,93,4,0,0
633597099000B2,Northern - VIX PVAL - Group 1,eceliveisas1,1226,93,4,0,0
633597099000B3,Northern - VIX PVAL - Group 1,eceliveisas1,1226,93,4,0,0
633597099000B4,Northern - VIX PVAL - Group 1,eceliveisas1,1226,93,4,0,0
633597099000B5,Northern - VIX PVAL - Group 1,eceliveisas1,1226,93,4,0,0
63359709900003,Northern - Cubic ATG - Staging - Group 1,eceliveisas1,1227,94,4,0,0
63359709900004,Northern - Cubic ATG - Staging - Group 1,eceliveisas1,1227,94,4,0,0
63359709900005,Northern - Cubic ATG - Staging - Group 1,eceliveisas1,1227,94,4,0,0
63359709900040,Northern - Cubic ATG - Group 2,000142-944061,1228,95,4,0,0
63359709900041,Northern - Cubic ATG - Group 2,eceliveisas1,1228,95,4,0,0
63359709900083,Northern - Fujitsu STAR Mobile - Staging - Group 1,eceliveisas1,1230,97,4,0,0
63359709900084,Northern - Fujitsu STAR Mobile - Staging - Group 1,eceliveisas1,1230,97,4,0,0
63359709900089,Northern - Fujitsu STAR Mobile - Staging - Group 1,000142-948306,1230,97,4,0,0
633597099000DA,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945348,1231,98,4,0,0
633597099000DB,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945340,1231,98,4,0,0
633597099000DC,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945345,1231,98,4,0,0
633597099000DF,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945333,1231,98,4,0,0
633597099000E0,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945346,1231,98,4,0,0
633597099000E1,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945339,1231,98,4,0,0
633597099000E5,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-946753,1231,98,4,0,0
633597099000E6,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-948429,1231,98,4,0,0
633597099000E7,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945347,1231,98,4,0,0
633597099000E8,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945341,1231,98,4,0,0
633597099000E9,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-948430,1231,98,4,0,0
633597099000EA,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945343,1231,98,4,0,0
633597099000EB,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-942534,1231,98,4,0,0
633597099000EC,Northern - Fujitsu STAR Mobile - Staging - Group 2,eceliveisas1,1231,98,4,0,0
633597099000ED,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-946754,1231,98,4,0,0
633597099000EE,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945337,1231,98,4,0,0
633597099000EF,Northern - Fujitsu STAR Mobile - Staging - Group 2,eceliveisas1,1231,98,4,0,0
633597099000F1,Northern - Fujitsu STAR Mobile - Staging - Group 2,eceliveisas1,1231,98,4,0,0
633597099000F2,Northern - Fujitsu STAR Mobile - Staging - Group 2,eceliveisas1,1231,98,4,0,0
633597099000F3,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945334,1231,98,4,0,0
633597099000F4,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945335,1231,98,4,0,0
633597099000F5,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945336,1231,98,4,0,0
633597099000F6,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945338,1231,98,4,0,0
633597099000F7,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945331,1231,98,4,0,0
633597099000F8,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945328,1231,98,4,0,0
633597099000FA,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945330,1231,98,4,0,0
633597099000FC,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945329,1231,98,4,0,0
6335970990005A,Northern - S&B Gate - Group 1,eceliveisas1,1232,99,4,0,0
633597099000D2,Northern - S&B Gate - Group 2,eceliveisas1,1233,100,4,0,0
633597099000D3,Northern - S&B Gate - Group 2,eceliveisas1,1233,100,4,0,0
633597099000CA,Northern - S&B TVM - Group 1,eceliveisas1,1234,101,4,0,0
633597099000AF,Northern - VIX PVAL - Group 1,eceliveisas1,1235,102,4,0,0
633597099000B0,Northern - VIX PVAL - Group 1,eceliveisas1,1235,102,4,0,0
633597099000B1,Northern - VIX PVAL - Group 1,eceliveisas1,1235,102,4,0,0
633597099000B2,Northern - VIX PVAL - Group 1,eceliveisas1,1235,102,4,0,0
633597099000B3,Northern - VIX PVAL - Group 1,eceliveisas1,1235,102,4,0,0
633597099000B4,Northern - VIX PVAL - Group 1,eceliveisas1,1235,102,4,0,0
633597099000B5,Northern - VIX PVAL - Group 1,eceliveisas1,1235,102,4,0,0
63359709900003,Northern - Cubic ATG - Staging - Group 1,eceliveisas1,1236,103,4,0,0
63359709900004,Northern - Cubic ATG - Staging - Group 1,eceliveisas1,1236,103,4,0,0
63359709900005,Northern - Cubic ATG - Staging - Group 1,eceliveisas1,1236,103,4,0,0
63359709900040,Northern - Cubic ATG - Group 2,000142-944061,1237,104,4,0,0
63359709900041,Northern - Cubic ATG - Group 2,eceliveisas1,1237,104,4,0,0
63359709900083,Northern - Fujitsu STAR Mobile - Staging - Group 1,eceliveisas1,1239,106,4,0,0
63359709900084,Northern - Fujitsu STAR Mobile - Staging - Group 1,eceliveisas1,1239,106,4,0,0
63359709900089,Northern - Fujitsu STAR Mobile - Staging - Group 1,000142-948306,1239,106,4,0,0
633597099000DA,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945348,1240,107,4,0,0
633597099000DB,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945340,1240,107,4,0,0
633597099000DC,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945345,1240,107,4,0,0
633597099000DF,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945333,1240,107,4,0,0
633597099000E0,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945346,1240,107,4,0,0
633597099000E1,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945339,1240,107,4,0,0
633597099000E5,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-946753,1240,107,4,0,0
633597099000E6,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-948429,1240,107,4,0,0
633597099000E7,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945347,1240,107,4,0,0
633597099000E8,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945341,1240,107,4,0,0
633597099000E9,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-948430,1240,107,4,0,0
633597099000EA,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945343,1240,107,4,0,0
633597099000EB,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-942534,1240,107,4,0,0
633597099000EC,Northern - Fujitsu STAR Mobile - Staging - Group 2,eceliveisas1,1240,107,4,0,0
633597099000ED,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-946754,1240,107,4,0,0
633597099000EE,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945337,1240,107,4,0,0
633597099000EF,Northern - Fujitsu STAR Mobile - Staging - Group 2,eceliveisas1,1240,107,4,0,0
633597099000F1,Northern - Fujitsu STAR Mobile - Staging - Group 2,eceliveisas1,1240,107,4,0,0
633597099000F2,Northern - Fujitsu STAR Mobile - Staging - Group 2,eceliveisas1,1240,107,4,0,0
633597099000F3,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945334,1240,107,4,0,0
633597099000F4,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945335,1240,107,4,0,0
633597099000F5,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945336,1240,107,4,0,0
633597099000F6,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945338,1240,107,4,0,0
633597099000F7,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945331,1240,107,4,0,0
633597099000F8,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945328,1240,107,4,0,0
633597099000FA,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945330,1240,107,4,0,0
633597099000FC,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945329,1240,107,4,0,0
6335970990005A,Northern - S&B Gate - Group 1,eceliveisas1,1241,108,4,0,0
633597099000D2,Northern - S&B Gate - Group 2,eceliveisas1,1242,109,4,0,0
633597099000D3,Northern - S&B Gate - Group 2,eceliveisas1,1242,109,4,0,0
633597099000CA,Northern - S&B TVM - Group 1,eceliveisas1,1243,110,4,0,0
633597099000AF,Northern - VIX PVAL - Group 1,eceliveisas1,1244,111,4,0,0
633597099000B0,Northern - VIX PVAL - Group 1,eceliveisas1,1244,111,4,0,0
633597099000B1,Northern - VIX PVAL - Group 1,eceliveisas1,1244,111,4,0,0
633597099000B2,Northern - VIX PVAL - Group 1,eceliveisas1,1244,111,4,0,0
633597099000B3,Northern - VIX PVAL - Group 1,eceliveisas1,1244,111,4,0,0
633597099000B4,Northern - VIX PVAL - Group 1,eceliveisas1,1244,111,4,0,0
633597099000B5,Northern - VIX PVAL - Group 1,eceliveisas1,1244,111,4,0,0
63359709900003,Northern - Cubic ATG - Staging - Group 1,eceliveisas1,1245,112,4,0,0
63359709900004,Northern - Cubic ATG - Staging - Group 1,eceliveisas1,1245,112,4,0,0
63359709900005,Northern - Cubic ATG - Staging - Group 1,eceliveisas1,1245,112,4,0,0
63359709900040,Northern - Cubic ATG - Group 2,000142-944061,1246,113,4,0,0
63359709900041,Northern - Cubic ATG - Group 2,eceliveisas1,1246,113,4,0,0
63359709900047,Northern - Cubic PVAL - Group 1,000121-16ce69,1247,114,2,0,1
63359709900083,Northern - Fujitsu STAR Mobile - Staging - Group 1,eceliveisas1,1248,115,4,0,0
63359709900084,Northern - Fujitsu STAR Mobile - Staging - Group 1,eceliveisas1,1248,115,4,0,0
63359709900089,Northern - Fujitsu STAR Mobile - Staging - Group 1,000142-948306,1248,115,4,0,0
633597099000DA,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945348,1249,116,4,0,0
633597099000DB,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945340,1249,116,4,0,0
633597099000DC,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945345,1249,116,4,0,0
633597099000DF,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945333,1249,116,4,0,0
633597099000E0,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945346,1249,116,4,0,0
633597099000E1,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945339,1249,116,4,0,0
633597099000E5,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-946753,1249,116,4,0,0
633597099000E6,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-948429,1249,116,4,0,0
633597099000E7,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945347,1249,116,4,0,0
633597099000E8,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945341,1249,116,4,0,0
633597099000E9,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-948430,1249,116,4,0,0
633597099000EA,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945343,1249,116,4,0,0
633597099000EB,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-942534,1249,116,4,0,0
633597099000EC,Northern - Fujitsu STAR Mobile - Staging - Group 2,eceliveisas1,1249,116,4,0,0
633597099000ED,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-946754,1249,116,4,0,0
633597099000EE,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945337,1249,116,4,0,0
633597099000EF,Northern - Fujitsu STAR Mobile - Staging - Group 2,eceliveisas1,1249,116,4,0,0
633597099000F1,Northern - Fujitsu STAR Mobile - Staging - Group 2,eceliveisas1,1249,116,4,0,0
633597099000F2,Northern - Fujitsu STAR Mobile - Staging - Group 2,eceliveisas1,1249,116,4,0,0
633597099000F3,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945334,1249,116,4,0,0
633597099000F4,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945335,1249,116,4,0,0
633597099000F5,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945336,1249,116,4,0,0
633597099000F6,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945338,1249,116,4,0,0
633597099000F7,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945331,1249,116,4,0,0
633597099000F8,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945328,1249,116,4,0,0
633597099000F9,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-942534,1249,116,4,0,0
633597099000FA,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945330,1249,116,4,0,0
633597099000FC,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945329,1249,116,4,0,0
6335970990005A,Northern - S&B Gate - Group 1,eceliveisas1,1250,117,4,0,0
633597099000D2,Northern - S&B Gate - Group 2,eceliveisas1,1251,118,4,0,0
633597099000D3,Northern - S&B Gate - Group 2,eceliveisas1,1251,118,4,0,0
633597099000CA,Northern - S&B TVM - Group 1,eceliveisas1,1252,119,4,0,0
633597099000AF,Northern - VIX PVAL - Group 1,eceliveisas1,1253,120,4,0,0
633597099000B0,Northern - VIX PVAL - Group 1,eceliveisas1,1253,120,4,0,0
633597099000B1,Northern - VIX PVAL - Group 1,eceliveisas1,1253,120,4,0,0
633597099000B2,Northern - VIX PVAL - Group 1,eceliveisas1,1253,120,4,0,0
633597099000B3,Northern - VIX PVAL - Group 1,eceliveisas1,1253,120,4,0,0
633597099000B4,Northern - VIX PVAL - Group 1,eceliveisas1,1253,120,4,0,0
633597099000B5,Northern - VIX PVAL - Group 1,eceliveisas1,1253,120,4,0,0
63359709900003,Northern - Cubic ATG - Staging - Group 1,eceliveisas1,1254,121,4,0,0
63359709900004,Northern - Cubic ATG - Staging - Group 1,eceliveisas1,1254,121,4,0,0
63359709900005,Northern - Cubic ATG - Staging - Group 1,eceliveisas1,1254,121,4,0,0
63359709900040,Northern - Cubic ATG - Group 2,000142-944061,1255,122,4,0,0
63359709900041,Northern - Cubic ATG - Group 2,eceliveisas1,1255,122,4,0,0
63359709900047,Northern - Cubic PVAL - Group 1,000121-16ce69,1256,123,4,0,0
63359709900083,Northern - Fujitsu STAR Mobile - Staging - Group 1,eceliveisas1,1257,124,4,0,0
63359709900084,Northern - Fujitsu STAR Mobile - Staging - Group 1,eceliveisas1,1257,124,4,0,0
63359709900089,Northern - Fujitsu STAR Mobile - Staging - Group 1,000142-948306,1257,124,4,0,0
633597099000DA,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945348,1258,125,4,0,0
633597099000DB,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945340,1258,125,4,0,0
633597099000DC,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945345,1258,125,4,0,0
633597099000DF,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945333,1258,125,4,0,0
633597099000E0,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945346,1258,125,4,0,0
633597099000E1,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945339,1258,125,4,0,0
633597099000E5,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-946753,1258,125,4,0,0
633597099000E6,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-948429,1258,125,4,0,0
633597099000E7,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945347,1258,125,4,0,0
633597099000E8,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945341,1258,125,4,0,0
633597099000E9,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-948430,1258,125,4,0,0
633597099000EA,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945343,1258,125,4,0,0
633597099000EB,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-942534,1258,125,4,0,0
633597099000EC,Northern - Fujitsu STAR Mobile - Staging - Group 2,eceliveisas1,1258,125,4,0,0
633597099000ED,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-946754,1258,125,4,0,0
633597099000EE,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945337,1258,125,4,0,0
633597099000EF,Northern - Fujitsu STAR Mobile - Staging - Group 2,eceliveisas1,1258,125,4,0,0
633597099000F1,Northern - Fujitsu STAR Mobile - Staging - Group 2,eceliveisas1,1258,125,4,0,0
633597099000F2,Northern - Fujitsu STAR Mobile - Staging - Group 2,eceliveisas1,1258,125,4,0,0
633597099000F3,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945334,1258,125,4,0,0
633597099000F4,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945335,1258,125,4,0,0
633597099000F5,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945336,1258,125,4,0,0
633597099000F6,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945338,1258,125,4,0,0
633597099000F7,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945331,1258,125,4,0,0
633597099000F8,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945328,1258,125,4,0,0
633597099000F9,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-942534,1258,125,4,0,0
633597099000FA,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945330,1258,125,4,0,0
633597099000FC,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945329,1258,125,4,0,0
6335970990005A,Northern - S&B Gate - Group 1,eceliveisas1,1259,126,4,0,0
633597099000D2,Northern - S&B Gate - Group 2,eceliveisas1,1260,127,4,0,0
633597099000D3,Northern - S&B Gate - Group 2,eceliveisas1,1260,127,4,0,0
633597099000CA,Northern - S&B TVM - Group 1,eceliveisas1,1261,128,4,0,0
633597099000AF,Northern - VIX PVAL - Group 1,eceliveisas1,1262,129,4,0,0
633597099000B0,Northern - VIX PVAL - Group 1,eceliveisas1,1262,129,4,0,0
633597099000B1,Northern - VIX PVAL - Group 1,eceliveisas1,1262,129,4,0,0
633597099000B2,Northern - VIX PVAL - Group 1,eceliveisas1,1262,129,4,0,0
633597099000B3,Northern - VIX PVAL - Group 1,eceliveisas1,1262,129,4,0,0
633597099000B4,Northern - VIX PVAL - Group 1,eceliveisas1,1262,129,4,0,0
633597099000B5,Northern - VIX PVAL - Group 1,eceliveisas1,1262,129,4,0,0
63359709900003,Northern - Cubic ATG - Staging - Group 1,eceliveisas1,1263,130,4,0,0
63359709900004,Northern - Cubic ATG - Staging - Group 1,eceliveisas1,1263,130,4,0,0
63359709900005,Northern - Cubic ATG - Staging - Group 1,eceliveisas1,1263,130,4,0,0
63359709900040,Northern - Cubic ATG - Group 2,000142-944061,1264,131,4,0,0
63359709900041,Northern - Cubic ATG - Group 2,eceliveisas1,1264,131,4,0,0
63359709900047,Northern - Cubic PVAL - Group 1,000121-16ce69,1265,132,4,0,0
63359709900083,Northern - Fujitsu STAR Mobile - Staging - Group 1,eceliveisas1,1266,133,4,0,0
63359709900084,Northern - Fujitsu STAR Mobile - Staging - Group 1,eceliveisas1,1266,133,4,0,0
63359709900089,Northern - Fujitsu STAR Mobile - Staging - Group 1,000142-948306,1266,133,4,0,0
633597099000DA,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945348,1267,134,4,0,0
633597099000DB,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945340,1267,134,4,0,0
633597099000DC,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945345,1267,134,4,0,0
633597099000DF,Northern - Fujitsu STAR Mobile - Staging - Group 2,000142-945333,1267,134,4,0,0
